mouse_id,hemisphere,structure_id,lesion,spheres,acronym,full_name
41,1,966,1.0,0,EPv,"Endopiriform nucleus, ventral part"
41,1,988,1.0,6,ECT5,Ectorhinal area/Layer 5
41,1,999,1.0,1,ENTl2/3,"Entorhinal area, lateral part, layer 2/3"
41,1,1005,1.0,1,AUDp6b,"Primary auditory area, layer 6b"
41,1,1018,1.0,2,AUDv,Ventral auditory area
41,1,1020,0.0,3,PO,Posterior complex of the thalamus
41,1,1020,1.0,1,PO,Posterior complex of the thalamus
41,1,1022,1.0,7,GPe,"Globus pallidus, external segment"
41,1,1023,0.0,1,AUDv5,"Ventral auditory area, layer 5"
41,1,1023,1.0,0,AUDv5,"Ventral auditory area, layer 5"
41,1,1026,1.0,1,SSp-ul6b,"Primary somatosensory area, upper limb, layer 6b"
41,1,1035,1.0,0,SSs4,"Supplemental somatosensory area, layer 4"
41,1,1038,0.0,1,SSp-bfd6a,"Primary somatosensory area, barrel field, layer 6a"
41,1,1038,1.0,8,SSp-bfd6a,"Primary somatosensory area, barrel field, layer 6a"
41,1,1058,0.0,2,VISC5,"Visceral area, layer 5"
41,1,1058,1.0,1,VISC5,"Visceral area, layer 5"
41,1,1062,0.0,1,SSp-bfd6b,"Primary somatosensory area, barrel field, layer 6b"
41,1,1070,0.0,2,SSp-bfd5,"Primary somatosensory area, barrel field, layer 5"
41,1,1070,1.0,0,SSp-bfd5,"Primary somatosensory area, barrel field, layer 5"
41,1,1079,1.0,0,MGv,"Medial geniculate complex, ventral part"
41,1,1096,1.0,3,AMd,"Anteromedial nucleus, dorsal part"
41,1,1102,0.0,1,SSp-m6a,"Primary somatosensory area, mouth, layer 6a"
41,1,1102,1.0,1,SSp-m6a,"Primary somatosensory area, mouth, layer 6a"
41,1,1105,0.0,1,IA,Intercalated amygdalar nucleus
41,1,1113,0.0,1,IAD,Interanterodorsal nucleus of the thalamus
41,1,1113,1.0,2,IAD,Interanterodorsal nucleus of the thalamus
41,1,1121,0.0,4,ENTl1,"Entorhinal area, lateral part, layer 1"
41,1,1127,0.0,1,TEa2/3,"Temporal association areas, layer 2/3"
41,1,1140,0.0,1,TR1,"Postpiriform transition area, layers 1"
41,1,1142,1.0,12,TR3,"Postpiriform transition area, layers 3"
41,1,10701,1.0,0,PRE3,"Presubiculum, layer 3"
41,1,10703,1.0,3,DG-mo,"Dentate gyrus, molecular layer"
41,1,182305701,1.0,1,SSp-un4,"Primary somatosensory area, unassigned, layer 4"
41,1,182305709,0.0,1,SSp-un6a,"Primary somatosensory area, unassigned, layer 6a"
63,1,8,0.0,553,grey,Basic cell groups and regions
63,1,8,1.0,241,grey,Basic cell groups and regions
69,1,8,0.0,348,grey,Basic cell groups and regions
69,1,8,1.0,218,grey,Basic cell groups and regions
83,0,973,0.0,1,VISl2/3,"Lateral visual area, layer 2/3"
83,1,15,1.0,1,PT,Parataenial nucleus
83,1,28,1.0,1,ENTl6a,"Entorhinal area, lateral part, layer 6a"
83,1,170,0.0,1,LGd,Dorsal part of the lateral geniculate complex
83,1,211,1.0,0,ACAd2/3,"Anterior cingulate area, dorsal part, layer 2/3"
83,1,255,1.0,0,AV,Anteroventral nucleus of thalamus
83,1,256,0.0,1,COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3"
83,1,359,1.0,0,BSTa,"Bed nuclei of the stria terminalis, anterior division"
83,1,362,1.0,1,MD,Mediodorsal nucleus of thalamus
83,1,382,1.0,0,CA1,Field CA1
83,1,399,0.0,2,CA1so,"Field CA1, stratum oriens"
83,1,407,0.0,1,CA1sp,"Field CA1, pyramidal layer"
83,1,463,1.0,0,CA3,Field CA3
83,1,495,0.0,1,CA3sp,"Field CA3, pyramidal layer"
83,1,495,1.0,0,CA3sp,"Field CA3, pyramidal layer"
83,1,504,0.0,1,CA3sr,"Field CA3, stratum radiatum"
83,1,603,0.0,1,fi,fimbria
83,1,630,0.0,1,ORBl5,"Orbital area, lateral part, layer 5"
83,1,672,0.0,2,CP,Caudoputamen
83,1,721,0.0,1,VISp4,"Primary visual area, layer 4"
83,1,806,0.0,1,SSs2/3,"Supplemental somatosensory area, layer 2/3"
83,1,844,0.0,1,MOp6a,"Primary motor area, Layer 6a"
83,1,870,0.0,1,SUBv-sp,"Subiculum, ventral part, pyramidal layer"
83,1,870,1.0,1,SUBv-sp,"Subiculum, ventral part, pyramidal layer"
83,1,1038,0.0,1,SSp-bfd6a,"Primary somatosensory area, barrel field, layer 6a"
83,1,1140,0.0,1,TR1,"Postpiriform transition area, layers 1"
85,0,844,1.0,1,MOp6a,"Primary motor area, Layer 6a"
85,1,17,0.0,2,SCiw,"Superior colliculus, motor related, intermediate white layer"
85,1,26,0.0,1,SCdg,"Superior colliculus, motor related, deep gray layer"
85,1,26,1.0,0,SCdg,"Superior colliculus, motor related, deep gray layer"
85,1,28,1.0,1,ENTl6a,"Entorhinal area, lateral part, layer 6a"
85,1,33,0.0,1,VISp6a,"Primary visual area, layer 6a"
85,1,36,0.0,1,GU1,"Gustatory areas, layer 1"
85,1,52,1.0,0,ENTl3,"Entorhinal area, lateral part, layer 3"
85,1,56,1.0,4,ACB,Nucleus accumbens
85,1,60,1.0,0,ENTl6b,"Entorhinal area, lateral part, layer 6b"
85,1,64,1.0,1,AD,Anterodorsal nucleus
85,1,128,0.0,5,MRN,Midbrain reticular nucleus
85,1,128,1.0,0,MRN,Midbrain reticular nucleus
85,1,131,1.0,5,LA,Lateral amygdalar nucleus
85,1,139,0.0,2,ENTl5,"Entorhinal area, lateral part, layer 5"
85,1,156,0.0,1,AUDd6a,"Dorsal auditory area, layer 6a"
85,1,160,0.0,1,AON1,"Anterior olfactory nucleus, layer 1"
85,1,160,1.0,4,AON1,"Anterior olfactory nucleus, layer 1"
85,1,170,1.0,1,LGd,Dorsal part of the lateral geniculate complex
85,1,178,0.0,2,LGv,Ventral part of the lateral geniculate complex
85,1,178,1.0,1,LGv,Ventral part of the lateral geniculate complex
85,1,180,0.0,1,GU2/3,"Gustatory areas, layer 2/3"
85,1,181,1.0,1,RE,Nucleus of reuniens
85,1,186,1.0,1,LH,Lateral habenula
85,1,187,0.0,1,GU5,"Gustatory areas, layer 5"
85,1,194,0.0,1,LHA,Lateral hypothalamic area
85,1,199,0.0,1,AONpv,"Anterior olfactory nucleus, posteroventral part"
85,1,201,0.0,1,SSp-bfd2/3,"Primary somatosensory area, barrel field, layer 2/3"
85,1,212,0.0,1,MOBgl,"Main olfactory bulb, glomerular layer"
85,1,212,1.0,1,MOBgl,"Main olfactory bulb, glomerular layer"
85,1,218,0.0,1,LP,Lateral posterior nucleus of the thalamus
85,1,223,0.0,1,ARH,Arcuate hypothalamic nucleus
85,1,244,0.0,2,MOBopl,"Main olfactory bulb, outer plexiform layer"
85,1,255,1.0,0,AV,Anteroventral nucleus of thalamus
85,1,262,0.0,2,RT,Reticular nucleus of the thalamus
85,1,276,0.0,1,PIR1,"Piriform area, molecular layer"
85,1,276,1.0,1,PIR1,"Piriform area, molecular layer"
85,1,284,0.0,3,PIR2,"Piriform area, pyramidal layer"
85,1,284,1.0,1,PIR2,"Piriform area, pyramidal layer"
85,1,286,0.0,1,SCH,Suprachiasmatic nucleus
85,1,289,1.0,2,TEa5,"Temporal association areas, layer 5"
85,1,291,0.0,2,PIR3,"Piriform area, polymorph layer"
85,1,291,1.0,4,PIR3,"Piriform area, polymorph layer"
85,1,312,1.0,5,ENTl4/5,"Entorhinal area, lateral part, layer 4/5"
85,1,325,0.0,1,SGN,Suprageniculate nucleus
85,1,328,0.0,1,AId2/3,"Agranular insular area, dorsal part, layer 2/3"
85,1,328,1.0,1,AId2/3,"Agranular insular area, dorsal part, layer 2/3"
85,1,334,0.0,1,BMAp,"Basomedial amygdalar nucleus, posterior part"
85,1,335,1.0,2,PERI6a,"Perirhinal area, layer 6a"
85,1,368,1.0,0,PERI6b,"Perirhinal area, layer 6b"
85,1,381,0.0,1,SNr,"Substantia nigra, reticular part"
85,1,391,0.0,1,CA1slm,"Field CA1, stratum lacunosum-moleculare"
85,1,391,1.0,0,CA1slm,"Field CA1, stratum lacunosum-moleculare"
85,1,399,0.0,2,CA1so,"Field CA1, stratum oriens"
85,1,427,0.0,1,ECT2/3,Ectorhinal area/Layer 2/3
85,1,454,0.0,1,CA2sr,"Field CA2, stratum radiatum"
85,1,465,0.0,1,OT2,"Olfactory tubercle, pyramidal layer"
85,1,466,0.0,1,alv,alveus
85,1,470,0.0,1,STN,Subthalamic nucleus
85,1,478,1.0,1,SSp-ll6a,"Primary somatosensory area, lower limb, layer 6a"
85,1,479,0.0,1,CA3slu,"Field CA3, stratum lucidum"
85,1,483,0.0,1,MH,Medial habenula
85,1,486,0.0,1,CA3so,"Field CA3, stratum oriens"
85,1,495,0.0,3,CA3sp,"Field CA3, pyramidal layer"
85,1,503,1.0,2,SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b"
85,1,504,0.0,1,CA3sr,"Field CA3, stratum radiatum"
85,1,504,1.0,1,CA3sr,"Field CA3, stratum radiatum"
85,1,511,1.0,2,SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c"
85,1,520,0.0,2,AUDv6a,"Ventral auditory area, layer 6a"
85,1,526,1.0,1,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1"
85,1,540,1.0,1,PERI1,"Perirhinal area, layer 1"
85,1,543,1.0,2,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2"
85,1,577,0.0,1,SSp-ul4,"Primary somatosensory area, upper limb, layer 4"
85,1,578,1.0,3,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus"
85,1,579,0.0,1,ec,external capsule
85,1,593,0.0,1,VISp1,"Primary visual area, layer 1"
85,1,601,0.0,1,VISal6a,"Anterolateral visual area, layer 6a"
85,1,603,0.0,1,fi,fimbria
85,1,617,1.0,1,MDc,"Mediodorsal nucleus of the thalamus, central part"
85,1,626,0.0,1,MDl,"Mediodorsal nucleus of the thalamus, lateral part"
85,1,629,0.0,1,VAL,Ventral anterior-lateral complex of the thalamus
85,1,629,1.0,1,VAL,Ventral anterior-lateral complex of the thalamus
85,1,648,0.0,3,MOp5,"Primary motor area, Layer 5"
85,1,648,1.0,2,MOp5,"Primary motor area, Layer 5"
85,1,672,0.0,3,CP,Caudoputamen
85,1,672,1.0,16,CP,Caudoputamen
85,1,692,0.0,1,PERI5,"Perirhinal area, layer 5"
85,1,692,1.0,1,PERI5,"Perirhinal area, layer 5"
85,1,694,1.0,1,AIv2/3,"Agranular insular area, ventral part, layer 2/3"
85,1,718,0.0,1,VPL,Ventral posterolateral nucleus of the thalamus
85,1,729,0.0,1,TEa6a,"Temporal association areas, layer 6a"
85,1,733,0.0,1,VPM,Ventral posteromedial nucleus of the thalamus
85,1,733,1.0,1,VPM,Ventral posteromedial nucleus of the thalamus
85,1,743,1.0,1,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6"
85,1,755,1.0,1,AUDv2/3,"Ventral auditory area, layer 2/3"
85,1,767,1.0,2,MOs5,"Secondary motor area, layer 5"
85,1,778,0.0,1,VISp5,"Primary visual area, layer 5"
85,1,780,0.0,1,PA,Posterior amygdalar nucleus
85,1,783,1.0,1,AId6a,"Agranular insular area, dorsal part, layer 6a"
85,1,795,0.0,1,PAG,Periaqueductal gray
85,1,797,0.0,2,ZI,Zona incerta
85,1,802,1.0,2,sm,stria medullaris
85,1,828,0.0,2,ICe,"Inferior colliculus, external nucleus"
85,1,828,1.0,1,ICe,"Inferior colliculus, external nucleus"
85,1,829,1.0,0,SUBd-m,"Subiculum, dorsal part, molecular layer"
85,1,836,0.0,1,ECT1,Ectorhinal area/Layer 1
85,1,844,0.0,1,MOp6a,"Primary motor area, Layer 6a"
85,1,844,1.0,1,MOp6a,"Primary motor area, Layer 6a"
85,1,847,0.0,2,AUDp5,"Primary auditory area, layer 5"
85,1,847,1.0,2,AUDp5,"Primary auditory area, layer 5"
85,1,853,0.0,1,SUBv-m,"Subiculum, ventral part, molecular layer"
85,1,857,1.0,5,VISC6a,"Visceral area, layer 6a"
85,1,862,1.0,1,SSs6a,"Supplemental somatosensory area, layer 6a"
85,1,870,0.0,2,SUBv-sp,"Subiculum, ventral part, pyramidal layer"
85,1,882,1.0,1,MOp6b,"Primary motor area, Layer 6b"
85,1,888,1.0,1,PERI2/3,"Perirhinal area, layer 2/3"
85,1,889,1.0,1,SSp-n6a,"Primary somatosensory area, nose, layer 6a"
85,1,943,0.0,1,MOp2/3,"Primary motor area, Layer 2/3"
85,1,952,0.0,1,EPd,"Endopiriform nucleus, dorsal part"
85,1,952,1.0,1,EPd,"Endopiriform nucleus, dorsal part"
85,1,959,1.0,0,AUDv1,"Ventral auditory area, layer 1"
85,1,962,1.0,1,MOs2/3,"Secondary motor area, layer 2/3"
85,1,966,1.0,1,EPv,"Endopiriform nucleus, ventral part"
85,1,977,1.0,2,ECT6a,Ectorhinal area/Layer 6a
85,1,988,1.0,2,ECT5,Ectorhinal area/Layer 5
85,1,990,0.0,1,AUDv4,"Ventral auditory area, layer 4"
85,1,990,1.0,1,AUDv4,"Ventral auditory area, layer 4"
85,1,1010,1.0,1,VISC4,"Visceral area, layer 4"
85,1,1020,1.0,1,PO,Posterior complex of the thalamus
85,1,1022,0.0,1,GPe,"Globus pallidus, external segment"
85,1,1023,0.0,3,AUDv5,"Ventral auditory area, layer 5"
85,1,1023,1.0,2,AUDv5,"Ventral auditory area, layer 5"
85,1,1031,0.0,1,GPi,"Globus pallidus, internal segment"
85,1,1038,0.0,3,SSp-bfd6a,"Primary somatosensory area, barrel field, layer 6a"
85,1,1044,1.0,0,PP,Peripeduncular nucleus
85,1,1058,1.0,2,VISC5,"Visceral area, layer 5"
85,1,1070,0.0,3,SSp-bfd5,"Primary somatosensory area, barrel field, layer 5"
85,1,1090,1.0,1,SSs5,"Supplemental somatosensory area, layer 5"
85,1,1096,1.0,1,AMd,"Anteromedial nucleus, dorsal part"
85,1,1097,0.0,2,HY,Hypothalamus
85,1,1101,1.0,3,AId5,"Agranular insular area, dorsal part, layer 5"
85,1,1104,1.0,4,AMv,"Anteromedial nucleus, ventral part"
85,1,1121,0.0,1,ENTl1,"Entorhinal area, lateral part, layer 1"
85,1,1141,0.0,1,TR2,"Postpiriform transition area, layers 2"
85,1,10671,0.0,1,ME,Median eminence
85,1,10703,0.0,1,DG-mo,"Dentate gyrus, molecular layer"
86,0,56,0.0,1,ACB,Nucleus accumbens
86,0,648,0.0,1,MOp5,"Primary motor area, Layer 5"
86,0,672,0.0,1,CP,Caudoputamen
86,0,974,1.0,1,SSp-m5,"Primary somatosensory area, mouth, layer 5"
86,1,33,0.0,1,VISp6a,"Primary visual area, layer 6a"
86,1,56,1.0,3,ACB,Nucleus accumbens
86,1,60,0.0,2,ENTl6b,"Entorhinal area, lateral part, layer 6b"
86,1,120,0.0,1,AIp1,"Agranular insular area, posterior part, layer 1"
86,1,128,0.0,3,MRN,Midbrain reticular nucleus
86,1,131,1.0,2,LA,Lateral amygdalar nucleus
86,1,149,0.0,1,PVT,Paraventricular nucleus of the thalamus
86,1,167,0.0,1,AONd,"Anterior olfactory nucleus, dorsal part"
86,1,170,0.0,1,LGd,Dorsal part of the lateral geniculate complex
86,1,194,0.0,1,LHA,Lateral hypothalamic area
86,1,194,1.0,1,LHA,Lateral hypothalamic area
86,1,226,0.0,1,LPO,Lateral preoptic area
86,1,233,0.0,1,VISal5,"Anterolateral visual area, layer 5"
86,1,249,0.0,1,AUDpo6a,"Posterior auditory area, layer 6a"
86,1,255,1.0,0,AV,Anteroventral nucleus of thalamus
86,1,276,0.0,2,PIR1,"Piriform area, molecular layer"
86,1,284,0.0,4,PIR2,"Piriform area, pyramidal layer"
86,1,289,1.0,1,TEa5,"Temporal association areas, layer 5"
86,1,291,0.0,4,PIR3,"Piriform area, polymorph layer"
86,1,291,1.0,1,PIR3,"Piriform area, polymorph layer"
